omega,S_intrinsic_edge_plus_line,S_external_lorentzians
1.51100,1.184541e-01,8.962133e-02
1.51200,1.186799e-01,8.956731e-02
1.51300,1.189058e-01,8.951522e-02
1.51400,1.191316e-01,8.946503e-02
1.51500,1.193574e-01,8.941676e-02
1.51600,1.195832e-01,8.937038e-02
1.51700,1.198090e-01,8.932591e-02
1.51800,1.200347e-01,8.928332e-02
1.51900,1.202604e-01,8.924262e-02
1.52000,1.204861e-01,8.920380e-02
1.52100,1.207118e-01,8.916686e-02
1.52200,1.209374e-01,8.913179e-02
1.52300,1.211630e-01,8.909859e-02
1.52400,1.213886e-01,8.906724e-02
1.52500,1.216142e-01,8.903775e-02
1.52600,1.218398e-01,8.901012e-02
1.52700,1.220653e-01,8.898434e-02
1.52800,1.222908e-01,8.896039e-02
1.52900,1.225163e-01,8.893829e-02
1.53000,1.227418e-01,8.891803e-02
1.53100,1.229672e-01,8.889960e-02
1.53200,1.231926e-01,8.888300e-02
1.53300,1.234180e-01,8.886823e-02
1.53400,1.236434e-01,8.885528e-02
1.53500,1.238687e-01,8.884415e-02
1.53600,1.240941e-01,8.883484e-02
1.53700,1.243194e-01,8.882734e-02
1.53800,1.245446e-01,8.882165e-02
1.53900,1.247699e-01,8.881778e-02
1.54000,1.249951e-01,8.881571e-02
1.54100,1.252203e-01,8.881544e-02
1.54200,1.254455e-01,8.881698e-02
1.54300,1.256707e-01,8.882032e-02
1.54400,1.258958e-01,8.882545e-02
1.54500,1.261210e-01,8.883239e-02
1.54600,1.263461e-01,8.884112e-02
1.54700,1.265711e-01,8.885164e-02
1.54800,1.267962e-01,8.886395e-02
1.54900,1.270212e-01,8.887806e-02
1.55000,1.272462e-01,8.889395e-02
1.55100,1.274712e-01,8.891164e-02
1.55200,1.276962e-01,8.893111e-02
1.55300,1.279211e-01,8.895237e-02
1.55400,1.281460e-01,8.897542e-02
1.55500,1.283709e-01,8.900026e-02
1.55600,1.285958e-01,8.902688e-02
1.55700,1.288206e-01,8.905528e-02
1.55800,1.290454e-01,8.908547e-02
1.55900,1.292702e-01,8.911745e-02
1.56000,1.294950e-01,8.915122e-02
1.56100,1.297198e-01,8.918676e-02
1.56200,1.299445e-01,8.922410e-02
1.56300,1.301692e-01,8.926323e-02
1.56400,1.303939e-01,8.930414e-02
1.56500,1.306186e-01,8.934684e-02
1.56600,1.308432e-01,8.939133e-02
1.56700,1.310678e-01,8.943761e-02
1.56800,1.312924e-01,8.948568e-02
1.56900,1.315170e-01,8.953555e-02
1.57000,1.317415e-01,8.958721e-02
1.57100,1.319661e-01,8.964066e-02
1.57200,1.321906e-01,8.969592e-02
1.57300,1.324151e-01,8.975297e-02
1.57400,1.326395e-01,8.981183e-02
1.57500,1.328640e-01,8.987249e-02
1.57600,1.330884e-01,8.993495e-02
1.57700,1.333128e-01,8.999923e-02
1.57800,1.335371e-01,9.006531e-02
1.57900,1.337615e-01,9.013321e-02
1.58000,1.339858e-01,9.020292e-02
1.58100,1.342101e-01,9.027445e-02
1.58200,1.344344e-01,9.034780e-02
1.58300,1.346586e-01,9.042298e-02
1.58400,1.348828e-01,9.049999e-02
1.58500,1.351071e-01,9.057882e-02
1.58600,1.353312e-01,9.065950e-02
1.58700,1.355554e-01,9.074201e-02
1.58800,1.357795e-01,9.082636e-02
1.58900,1.360037e-01,9.091256e-02
1.59000,1.362278e-01,9.100060e-02
1.59100,1.364518e-01,9.109051e-02
1.59200,1.366759e-01,9.118227e-02
1.59300,1.368999e-01,9.127589e-02
1.59400,1.371239e-01,9.137138e-02
1.59500,1.373479e-01,9.146875e-02
1.59600,1.375718e-01,9.156799e-02
1.59700,1.377958e-01,9.166911e-02
1.59800,1.380197e-01,9.177212e-02
1.59900,1.382436e-01,9.187702e-02
1.60000,1.384675e-01,9.198381e-02
1.60100,1.386913e-01,9.209252e-02
1.60200,1.389151e-01,9.220312e-02
1.60300,1.391389e-01,9.231565e-02
1.60400,1.393627e-01,9.243009e-02
1.60500,1.395864e-01,9.254646e-02
1.60600,1.398102e-01,9.266477e-02
1.60700,1.400339e-01,9.278501e-02
1.60800,1.402576e-01,9.290719e-02
1.60900,1.404812e-01,9.303133e-02
1.61000,1.407049e-01,9.315743e-02
1.61100,1.409285e-01,9.328549e-02
1.61200,1.411521e-01,9.341553e-02
1.61300,1.413757e-01,9.354755e-02
1.61400,1.415992e-01,9.368155e-02
1.61500,1.418227e-01,9.381755e-02
1.61600,1.420462e-01,9.395555e-02
1.61700,1.422697e-01,9.409556e-02
1.61800,1.424932e-01,9.423759e-02
1.61900,1.427166e-01,9.438164e-02
1.62000,1.429400e-01,9.452773e-02
1.62100,1.431634e-01,9.467587e-02
1.62200,1.433868e-01,9.482605e-02
1.62300,1.436101e-01,9.497830e-02
1.62400,1.438334e-01,9.513261e-02
1.62500,1.440567e-01,9.528901e-02
1.62600,1.442800e-01,9.544749e-02
1.62700,1.445033e-01,9.560807e-02
1.62800,1.447265e-01,9.577075e-02
1.62900,1.449497e-01,9.593555e-02
1.63000,1.451729e-01,9.610248e-02
1.63100,1.453961e-01,9.627155e-02
1.63200,1.456192e-01,9.644276e-02
1.63300,1.458423e-01,9.661613e-02
1.63400,1.460654e-01,9.679166e-02
1.63500,1.462885e-01,9.696938e-02
1.63600,1.465115e-01,9.714928e-02
1.63700,1.467346e-01,9.733139e-02
1.63800,1.469576e-01,9.751571e-02
1.63900,1.471806e-01,9.770225e-02
1.64000,1.474035e-01,9.789103e-02
1.64100,1.476264e-01,9.808205e-02
1.64200,1.478494e-01,9.827533e-02
1.64300,1.480723e-01,9.847089e-02
1.64400,1.482951e-01,9.866872e-02
1.64500,1.485180e-01,9.886886e-02
1.64600,1.487408e-01,9.907130e-02
1.64700,1.489636e-01,9.927607e-02
1.64800,1.491864e-01,9.948317e-02
1.64900,1.494091e-01,9.969262e-02
1.65000,1.496319e-01,9.990444e-02
1.65100,1.498546e-01,1.001186e-01
1.65200,1.500773e-01,1.003352e-01
1.65300,1.502999e-01,1.005542e-01
1.65400,1.505226e-01,1.007756e-01
1.65500,1.507452e-01,1.009994e-01
1.65600,1.509678e-01,1.012257e-01
1.65700,1.511904e-01,1.014545e-01
1.65800,1.514129e-01,1.016857e-01
1.65900,1.516354e-01,1.019194e-01
1.66000,1.518579e-01,1.021557e-01
1.66100,1.520804e-01,1.023944e-01
1.66200,1.523029e-01,1.026357e-01
1.66300,1.525253e-01,1.028796e-01
1.66400,1.527477e-01,1.031260e-01
1.66500,1.529701e-01,1.033751e-01
1.66600,1.531925e-01,1.036267e-01
1.66700,1.534148e-01,1.038810e-01
1.66800,1.536372e-01,1.041379e-01
1.66900,1.538595e-01,1.043975e-01
1.67000,1.540818e-01,1.046598e-01
1.67100,1.543040e-01,1.049247e-01
1.67200,1.545262e-01,1.051924e-01
1.67300,1.547485e-01,1.054628e-01
1.67400,1.549707e-01,1.057360e-01
1.67500,1.551928e-01,1.060120e-01
1.67600,1.554150e-01,1.062907e-01
1.67700,1.556371e-01,1.065723e-01
1.67800,1.558592e-01,1.068567e-01
1.67900,1.560813e-01,1.071439e-01
1.68000,1.563033e-01,1.074341e-01
1.68100,1.565253e-01,1.077271e-01
1.68200,1.567474e-01,1.080231e-01
1.68300,1.569693e-01,1.083220e-01
1.68400,1.571913e-01,1.086238e-01
1.68500,1.574132e-01,1.089287e-01
1.68600,1.576352e-01,1.092366e-01
1.68700,1.578571e-01,1.095475e-01
1.68800,1.580789e-01,1.098614e-01
1.68900,1.583008e-01,1.101784e-01
1.69000,1.585226e-01,1.104986e-01
1.69100,1.587444e-01,1.108218e-01
1.69200,1.589662e-01,1.111483e-01
1.69300,1.591880e-01,1.114779e-01
1.69400,1.594097e-01,1.118107e-01
1.69500,1.596314e-01,1.121467e-01
1.69600,1.598531e-01,1.124860e-01
1.69700,1.600748e-01,1.128285e-01
1.69800,1.602964e-01,1.131744e-01
1.69900,1.605180e-01,1.135236e-01
1.70000,1.607396e-01,1.138762e-01
1.70100,1.609612e-01,1.142321e-01
1.70200,1.611828e-01,1.145915e-01
1.70300,1.614043e-01,1.149543e-01
1.70400,1.616258e-01,1.153206e-01
1.70500,1.618473e-01,1.156905e-01
1.70600,1.620688e-01,1.160638e-01
1.70700,1.622902e-01,1.164407e-01
1.70800,1.625117e-01,1.168212e-01
1.70900,1.627331e-01,1.172053e-01
1.71000,1.629544e-01,1.175931e-01
1.71100,1.631758e-01,1.179846e-01
1.71200,1.633971e-01,1.183798e-01
1.71300,1.636184e-01,1.187788e-01
1.71400,1.638397e-01,1.191815e-01
1.71500,1.640610e-01,1.195881e-01
1.71600,1.642822e-01,1.199985e-01
1.71700,1.645034e-01,1.204128e-01
1.71800,1.647246e-01,1.208311e-01
1.71900,1.649458e-01,1.212533e-01
1.72000,1.651670e-01,1.216795e-01
1.72100,1.653881e-01,1.221097e-01
1.72200,1.656092e-01,1.225440e-01
1.72300,1.658303e-01,1.229825e-01
1.72400,1.660513e-01,1.234250e-01
1.72500,1.662724e-01,1.238718e-01
1.72600,1.664934e-01,1.243228e-01
1.72700,1.667144e-01,1.247780e-01
1.72800,1.669354e-01,1.252376e-01
1.72900,1.671563e-01,1.257015e-01
1.73000,1.673772e-01,1.261698e-01
1.73100,1.675981e-01,1.266425e-01
1.73200,1.678190e-01,1.271197e-01
1.73300,1.680399e-01,1.276014e-01
1.73400,1.682607e-01,1.280876e-01
1.73500,1.684815e-01,1.285785e-01
1.73600,1.687023e-01,1.290740e-01
1.73700,1.689231e-01,1.295742e-01
1.73800,1.691438e-01,1.300792e-01
1.73900,1.693646e-01,1.305889e-01
1.74000,1.695853e-01,1.311035e-01
1.74100,1.698059e-01,1.316229e-01
1.74200,1.700266e-01,1.321473e-01
1.74300,1.702472e-01,1.326767e-01
1.74400,1.704678e-01,1.332111e-01
1.74500,1.706884e-01,1.337506e-01
1.74600,1.709090e-01,1.342952e-01
1.74700,1.711295e-01,1.348450e-01
1.74800,1.713501e-01,1.354001e-01
1.74900,1.715706e-01,1.359604e-01
1.75000,1.717910e-01,1.365261e-01
1.75100,1.720115e-01,1.370972e-01
1.75200,1.722319e-01,1.376738e-01
1.75300,1.724523e-01,1.382559e-01
1.75400,1.726727e-01,1.388435e-01
1.75500,1.728931e-01,1.394368e-01
1.75600,1.731134e-01,1.400358e-01
1.75700,1.733337e-01,1.406406e-01
1.75800,1.735540e-01,1.412512e-01
1.75900,1.737743e-01,1.418676e-01
1.76000,1.739946e-01,1.424900e-01
1.76100,1.742148e-01,1.431184e-01
1.76200,1.744350e-01,1.437529e-01
1.76300,1.746552e-01,1.443935e-01
1.76400,1.748753e-01,1.450404e-01
1.76500,1.750955e-01,1.456935e-01
1.76600,1.753156e-01,1.463529e-01
1.76700,1.755357e-01,1.470188e-01
1.76800,1.757558e-01,1.476912e-01
1.76900,1.759758e-01,1.483701e-01
1.77000,1.761958e-01,1.490557e-01
1.77100,1.764159e-01,1.497479e-01
1.77200,1.766358e-01,1.504470e-01
1.77300,1.768558e-01,1.511529e-01
1.77400,1.770757e-01,1.518657e-01
1.77500,1.772956e-01,1.525856e-01
1.77600,1.775155e-01,1.533125e-01
1.77700,1.777354e-01,1.540467e-01
1.77800,1.779553e-01,1.547881e-01
1.77900,1.781751e-01,1.555368e-01
1.78000,1.783949e-01,1.562930e-01
1.78100,1.786147e-01,1.570567e-01
1.78200,1.788344e-01,1.578280e-01
1.78300,1.790542e-01,1.586071e-01
1.78400,1.792739e-01,1.593939e-01
1.78500,1.794936e-01,1.601885e-01
1.78600,1.797132e-01,1.609912e-01
1.78700,1.799329e-01,1.618019e-01
1.78800,1.801525e-01,1.626208e-01
1.78900,1.803721e-01,1.634480e-01
1.79000,1.805917e-01,1.642835e-01
1.79100,1.808112e-01,1.651275e-01
1.79200,1.810308e-01,1.659800e-01
1.79300,1.812503e-01,1.668413e-01
1.79400,1.814698e-01,1.677113e-01
1.79500,1.816892e-01,1.685902e-01
1.79600,1.819087e-01,1.694781e-01
1.79700,1.821281e-01,1.703751e-01
1.79800,1.823475e-01,1.712813e-01
1.79900,1.825669e-01,1.721968e-01
1.80000,1.827862e-01,1.731219e-01
1.80100,1.830056e-01,1.740565e-01
1.80200,1.832249e-01,1.750007e-01
1.80300,1.834442e-01,1.759548e-01
1.80400,1.836634e-01,1.769189e-01
1.80500,1.838827e-01,1.778930e-01
1.80600,1.841019e-01,1.788773e-01
1.80700,1.843211e-01,1.798720e-01
1.80800,1.845403e-01,1.808771e-01
1.80900,1.847594e-01,1.818928e-01
1.81000,1.849786e-01,1.829192e-01
1.81100,1.851977e-01,1.839565e-01
1.81200,1.854167e-01,1.850049e-01
1.81300,1.856358e-01,1.860644e-01
1.81400,1.858549e-01,1.871352e-01
1.81500,1.860739e-01,1.882174e-01
1.81600,1.862929e-01,1.893113e-01
1.81700,1.865118e-01,1.904170e-01
1.81800,1.867308e-01,1.915346e-01
1.81900,1.869497e-01,1.926642e-01
1.82000,1.871686e-01,1.938061e-01
1.82100,1.873875e-01,1.949605e-01
1.82200,1.876064e-01,1.961274e-01
1.82300,1.878252e-01,1.973070e-01
1.82400,1.880440e-01,1.984996e-01
1.82500,1.882628e-01,1.997053e-01
1.82600,1.884816e-01,2.009243e-01
1.82700,1.887004e-01,2.021568e-01
1.82800,1.889191e-01,2.034029e-01
1.82900,1.891378e-01,2.046629e-01
1.83000,1.893565e-01,2.059369e-01
1.83100,1.895751e-01,2.072251e-01
1.83200,1.897938e-01,2.085278e-01
1.83300,1.900124e-01,2.098452e-01
1.83400,1.902310e-01,2.111774e-01
1.83500,1.904496e-01,2.125246e-01
1.83600,1.906681e-01,2.138872e-01
1.83700,1.908866e-01,2.152652e-01
1.83800,1.911051e-01,2.166590e-01
1.83900,1.913236e-01,2.180687e-01
1.84000,1.915421e-01,2.194947e-01
1.84100,1.917605e-01,2.209370e-01
1.84200,1.919789e-01,2.223960e-01
1.84300,1.921973e-01,2.238719e-01
1.84400,1.924157e-01,2.253650e-01
1.84500,1.926340e-01,2.268754e-01
1.84600,1.928524e-01,2.284036e-01
1.84700,1.930707e-01,2.299497e-01
1.84800,1.932890e-01,2.315140e-01
1.84900,1.935072e-01,2.330967e-01
1.85000,1.937255e-01,2.346982e-01
1.85100,1.939437e-01,2.363188e-01
1.85200,1.941619e-01,2.379587e-01
1.85300,1.943800e-01,2.396182e-01
1.85400,1.945982e-01,2.412977e-01
1.85500,1.948163e-01,2.429973e-01
1.85600,1.950344e-01,2.447176e-01
1.85700,1.952525e-01,2.464587e-01
1.85800,1.954706e-01,2.482210e-01
1.85900,1.956886e-01,2.500048e-01
1.86000,1.959066e-01,2.518104e-01
1.86100,1.961246e-01,2.536383e-01
1.86200,1.963426e-01,2.554887e-01
1.86300,1.965605e-01,2.573621e-01
1.86400,1.967784e-01,2.592587e-01
1.86500,1.969963e-01,2.611790e-01
1.86600,1.972142e-01,2.631233e-01
1.86700,1.974321e-01,2.650921e-01
1.86800,1.976499e-01,2.670856e-01
1.86900,1.978677e-01,2.691044e-01
1.87000,1.980855e-01,2.711488e-01
1.87100,1.983033e-01,2.732193e-01
1.87200,1.985210e-01,2.753163e-01
1.87300,1.987388e-01,2.774401e-01
1.87400,1.989565e-01,2.795914e-01
1.87500,1.991741e-01,2.817705e-01
1.87600,1.993918e-01,2.839779e-01
1.87700,1.996094e-01,2.862140e-01
1.87800,1.998270e-01,2.884794e-01
1.87900,2.000446e-01,2.907746e-01
1.88000,2.002622e-01,2.931000e-01
1.88100,2.004798e-01,2.954562e-01
1.88200,2.006973e-01,2.978437e-01
1.88300,2.009148e-01,3.002630e-01
1.88400,2.011323e-01,3.027147e-01
1.88500,2.013497e-01,3.051994e-01
1.88600,2.015672e-01,3.077177e-01
1.88700,2.017846e-01,3.102700e-01
1.88800,2.020020e-01,3.128571e-01
1.88900,2.022193e-01,3.154795e-01
1.89000,2.024367e-01,3.181378e-01
1.89100,2.026540e-01,3.208328e-01
1.89200,2.028713e-01,3.235650e-01
1.89300,2.030886e-01,3.263352e-01
1.89400,2.033058e-01,3.291440e-01
1.89500,2.035231e-01,3.319920e-01
1.89600,2.037403e-01,3.348802e-01
1.89700,2.039575e-01,3.378090e-01
1.89800,2.041746e-01,3.407794e-01
1.89900,2.043918e-01,3.437921e-01
1.90000,2.046089e-01,3.468478e-01
1.90100,2.048260e-01,3.499474e-01
1.90200,2.050431e-01,3.530917e-01
1.90300,2.052601e-01,3.562815e-01
1.90400,2.054772e-01,3.595177e-01
1.90500,2.056942e-01,3.628012e-01
1.90600,2.059112e-01,3.661328e-01
1.90700,2.061282e-01,3.695135e-01
1.90800,2.063451e-01,3.729442e-01
1.90900,2.065620e-01,3.764259e-01
1.91000,2.067789e-01,3.799595e-01
1.91100,2.069958e-01,3.835462e-01
1.91200,2.072127e-01,3.871869e-01
1.91300,2.074295e-01,3.908826e-01
1.91400,2.076463e-01,3.946346e-01
1.91500,2.078631e-01,3.984438e-01
1.91600,2.080799e-01,4.023114e-01
1.91700,2.082966e-01,4.062387e-01
1.91800,2.085133e-01,4.102267e-01
1.91900,2.087300e-01,4.142767e-01
1.92000,2.089467e-01,4.183900e-01
1.92100,2.091634e-01,4.225679e-01
1.92200,2.093800e-01,4.268116e-01
1.92300,2.095966e-01,4.311226e-01
1.92400,2.098132e-01,4.355022e-01
1.92500,2.100298e-01,4.399518e-01
1.92600,2.102463e-01,4.444730e-01
1.92700,2.104629e-01,4.490672e-01
1.92800,2.106794e-01,4.537359e-01
1.92900,2.108958e-01,4.584807e-01
1.93000,2.111123e-01,4.633033e-01
1.93100,2.113287e-01,4.682052e-01
1.93200,2.115452e-01,4.731883e-01
1.93300,2.117615e-01,4.782542e-01
1.93400,2.119779e-01,4.834047e-01
1.93500,2.121943e-01,4.886417e-01
1.93600,2.124106e-01,4.939671e-01
1.93700,2.126269e-01,4.993828e-01
1.93800,2.128432e-01,5.048909e-01
1.93900,2.130594e-01,5.104932e-01
1.94000,2.132757e-01,5.161920e-01
1.94100,2.134919e-01,5.219895e-01
1.94200,2.137081e-01,5.278878e-01
1.94300,2.139242e-01,5.338891e-01
1.94400,2.141404e-01,5.399960e-01
1.94500,2.143565e-01,5.462107e-01
1.94600,2.145726e-01,5.525358e-01
1.94700,2.147887e-01,5.589737e-01
1.94800,2.150048e-01,5.655272e-01
1.94900,2.152208e-01,5.721989e-01
1.95000,2.154368e-01,5.789915e-01
1.95100,2.156528e-01,5.859079e-01
1.95200,2.158688e-01,5.929511e-01
1.95300,2.160847e-01,6.001240e-01
1.95400,2.163006e-01,6.074298e-01
1.95500,2.165165e-01,6.148716e-01
1.95600,2.167324e-01,6.224528e-01
1.95700,2.169483e-01,6.301766e-01
1.95800,2.171641e-01,6.380466e-01
1.95900,2.173799e-01,6.460663e-01
1.96000,2.175957e-01,6.542395e-01
1.96100,2.178115e-01,6.625700e-01
1.96200,2.180273e-01,6.710615e-01
1.96300,2.182430e-01,6.797183e-01
1.96400,2.184587e-01,6.885443e-01
1.96500,2.186744e-01,6.975439e-01
1.96600,2.188900e-01,7.067215e-01
1.96700,2.191057e-01,7.160817e-01
1.96800,2.193213e-01,7.256291e-01
1.96900,2.195369e-01,7.353684e-01
1.97000,2.197525e-01,7.453048e-01
1.97100,2.199680e-01,7.554433e-01
1.97200,2.201835e-01,7.657892e-01
1.97300,2.203990e-01,7.763480e-01
1.97400,2.206145e-01,7.871252e-01
1.97500,2.208300e-01,7.981267e-01
1.97600,2.210454e-01,8.093585e-01
1.97700,2.212608e-01,8.208266e-01
1.97800,2.214762e-01,8.325376e-01
1.97900,2.216916e-01,8.444980e-01
1.98000,2.219070e-01,8.567145e-01
1.98100,2.221223e-01,8.691941e-01
1.98200,2.223376e-01,8.819442e-01
1.98300,2.225529e-01,8.949721e-01
1.98400,2.227681e-01,9.082856e-01
1.98500,2.229834e-01,9.218925e-01
1.98600,2.231986e-01,9.358013e-01
1.98700,2.234138e-01,9.500203e-01
1.98800,2.236290e-01,9.645582e-01
1.98900,2.238441e-01,9.794243e-01
1.99000,2.240593e-01,9.946278e-01
1.99100,2.242744e-01,1.010178e+00
1.99200,2.244895e-01,1.026086e+00
1.99300,2.247045e-01,1.042361e+00
1.99400,2.249196e-01,1.059015e+00
1.99500,2.251346e-01,1.076057e+00
1.99600,2.253496e-01,1.093501e+00
1.99700,2.255646e-01,1.111356e+00
1.99800,2.257795e-01,1.129636e+00
1.99900,2.259944e-01,1.148354e+00
2.00000,2.262094e-01,1.167521e+00
2.00100,2.264242e-01,1.187153e+00
2.00200,2.266391e-01,1.207262e+00
2.00300,2.268540e-01,1.227863e+00
2.00400,2.270688e-01,1.248971e+00
2.00500,2.272836e-01,1.270602e+00
2.00600,2.274984e-01,1.292771e+00
2.00700,2.277131e-01,1.315494e+00
2.00800,2.279278e-01,1.338790e+00
2.00900,2.281426e-01,1.362675e+00
2.01000,2.283572e-01,1.387168e+00
2.01100,2.285719e-01,1.412287e+00
2.01200,2.287866e-01,1.438052e+00
2.01300,2.290012e-01,1.464483e+00
2.01400,2.292158e-01,1.491601e+00
2.01500,2.294304e-01,1.519428e+00
2.01600,2.296449e-01,1.547984e+00
2.01700,2.298594e-01,1.577295e+00
2.01800,2.300740e-01,1.607382e+00
2.01900,2.302885e-01,1.638270e+00
2.02000,2.305029e-01,1.669985e+00
2.02100,2.307174e-01,1.702553e+00
2.02200,2.309318e-01,1.736000e+00
2.02300,2.311462e-01,1.770354e+00
2.02400,2.313606e-01,1.805643e+00
2.02500,2.315749e-01,1.841897e+00
2.02600,2.317893e-01,1.879146e+00
2.02700,2.320036e-01,1.917421e+00
2.02800,2.322179e-01,1.956754e+00
2.02900,2.324322e-01,1.997177e+00
2.03000,2.326464e-01,2.038724e+00
2.03100,2.328606e-01,2.081430e+00
2.03200,2.330748e-01,2.125331e+00
2.03300,2.332890e-01,2.170461e+00
2.03400,2.335032e-01,2.216858e+00
2.03500,2.337173e-01,2.264560e+00
2.03600,2.339314e-01,2.313605e+00
2.03700,2.341455e-01,2.364032e+00
2.03800,2.343596e-01,2.415882e+00
2.03900,2.345737e-01,2.469193e+00
2.04000,2.347877e-01,2.524008e+00
2.04100,2.350017e-01,2.580366e+00
2.04200,2.352157e-01,2.638309e+00
2.04300,2.354296e-01,2.697879e+00
2.04400,2.356436e-01,2.759117e+00
2.04500,2.358575e-01,2.822064e+00
2.04600,2.360714e-01,2.886759e+00
2.04700,2.362853e-01,2.953244e+00
2.04800,2.364991e-01,3.021558e+00
2.04900,2.367130e-01,3.091737e+00
2.05000,2.369268e-01,3.163818e+00
2.05100,2.371406e-01,3.237835e+00
2.05200,2.373543e-01,3.313821e+00
2.05300,2.375681e-01,3.391804e+00
2.05400,2.377818e-01,3.471810e+00
2.05500,2.379955e-01,3.553862e+00
2.05600,2.382092e-01,3.637976e+00
2.05700,2.384228e-01,3.724166e+00
2.05800,2.386364e-01,3.812439e+00
2.05900,2.388501e-01,3.902795e+00
2.06000,2.390636e-01,3.995226e+00
2.06100,2.392772e-01,4.089719e+00
2.06200,2.394908e-01,4.186248e+00
2.06300,2.397043e-01,4.284780e+00
2.06400,2.399178e-01,4.385269e+00
2.06500,2.401313e-01,4.487657e+00
2.06600,2.403447e-01,4.591874e+00
2.06700,2.405582e-01,4.697834e+00
2.06800,2.407716e-01,4.805435e+00
2.06900,2.409850e-01,4.914561e+00
2.07000,2.411983e-01,5.025075e+00
2.07100,2.414117e-01,5.136823e+00
2.07200,2.416250e-01,5.249629e+00
2.07300,2.418383e-01,5.363298e+00
2.07400,2.420516e-01,5.477611e+00
2.07500,2.422649e-01,5.592327e+00
2.07600,2.424781e-01,5.707184e+00
2.07700,2.426913e-01,5.821895e+00
2.07800,2.429045e-01,5.936148e+00
2.07900,2.431177e-01,6.049610e+00
2.08000,2.433308e-01,6.161926e+00
2.08100,2.435440e-01,6.272719e+00
2.08200,2.437571e-01,6.381591e+00
2.08300,2.439702e-01,6.488128e+00
2.08400,2.441832e-01,6.591900e+00
2.08500,2.443963e-01,6.692465e+00
2.08600,2.446093e-01,6.789369e+00
2.08700,2.448223e-01,6.882157e+00
2.08800,2.450352e-01,6.970371e+00
2.08900,2.452482e-01,7.053556e+00
2.09000,2.454611e-01,7.131267e+00
2.09100,2.456740e-01,7.203073e+00
2.09200,2.458869e-01,7.268563e+00
2.09300,2.460998e-01,7.327349e+00
2.09400,2.463126e-01,7.379076e+00
2.09500,2.465255e-01,7.423422e+00
2.09600,2.467383e-01,7.460107e+00
2.09700,2.469510e-01,7.488894e+00
2.09800,2.471638e-01,7.509597e+00
2.09900,2.473765e-01,7.522078e+00
2.10000,2.475892e-01,7.526256e+00
2.10100,2.478019e-01,7.522102e+00
2.10200,2.480146e-01,7.509645e+00
2.10300,2.482273e-01,7.488966e+00
2.10400,2.484399e-01,7.460202e+00
2.10500,2.486525e-01,7.423541e+00
2.10600,2.488651e-01,7.379219e+00
2.10700,2.490776e-01,7.327517e+00
2.10800,2.492902e-01,7.268754e+00
2.10900,2.495027e-01,7.203289e+00
2.11000,2.497152e-01,7.131506e+00
2.11100,2.499276e-01,7.053819e+00
2.11200,2.501401e-01,6.970658e+00
2.11300,2.503525e-01,6.882468e+00
2.11400,2.505649e-01,6.789704e+00
2.11500,2.507773e-01,6.692824e+00
2.11600,2.509897e-01,6.592283e+00
2.11700,2.512020e-01,6.488535e+00
2.11800,2.514143e-01,6.382022e+00
2.11900,2.516266e-01,6.273174e+00
2.12000,2.518389e-01,6.162405e+00
2.12100,2.520512e-01,6.050113e+00
2.12200,2.522634e-01,5.936675e+00
2.12300,2.524756e-01,5.822446e+00
2.12400,2.526878e-01,5.707759e+00
2.12500,2.528999e-01,5.592926e+00
2.12600,2.531121e-01,5.478233e+00
2.12700,2.533242e-01,5.363945e+00
2.12800,2.535363e-01,5.250300e+00
2.12900,2.537484e-01,5.137518e+00
2.13000,2.539605e-01,5.025794e+00
2.13100,2.541725e-01,4.915304e+00
2.13200,2.543845e-01,4.806203e+00
2.13300,2.545965e-01,4.698625e+00
2.13400,2.548085e-01,4.592689e+00
2.13500,2.550204e-01,4.488497e+00
2.13600,2.552323e-01,4.386132e+00
2.13700,2.554442e-01,4.285668e+00
2.13800,2.556561e-01,4.187160e+00
2.13900,2.558680e-01,4.090655e+00
2.14000,2.560798e-01,3.996186e+00
2.14100,2.562916e-01,3.903779e+00
2.14200,2.565034e-01,3.813447e+00
2.14300,2.567152e-01,3.725199e+00
2.14400,2.569270e-01,3.639033e+00
2.14500,2.571387e-01,3.554943e+00
2.14600,2.573504e-01,3.472915e+00
2.14700,2.575621e-01,3.392933e+00
2.14800,2.577737e-01,3.314974e+00
2.14900,2.579854e-01,3.239013e+00
2.15000,2.581970e-01,3.165020e+00
2.15100,2.584086e-01,3.092963e+00
2.15200,2.586202e-01,3.022808e+00
2.15300,2.588317e-01,2.954519e+00
2.15400,2.590433e-01,2.888058e+00
2.15500,2.592548e-01,2.823387e+00
2.15600,2.594663e-01,2.760465e+00
2.15700,2.596777e-01,2.699251e+00
2.15800,2.598892e-01,2.639706e+00
2.15900,2.601006e-01,2.581787e+00
2.16000,2.603120e-01,2.525453e+00
2.16100,2.605234e-01,2.470663e+00
2.16200,2.607347e-01,2.417376e+00
2.16300,2.609461e-01,2.365551e+00
2.16400,2.611574e-01,2.315148e+00
2.16500,2.613687e-01,2.266127e+00
2.16600,2.615800e-01,2.218450e+00
2.16700,2.617912e-01,2.172077e+00
2.16800,2.620024e-01,2.126971e+00
2.16900,2.622136e-01,2.083096e+00
2.17000,2.624248e-01,2.040414e+00
2.17100,2.626360e-01,1.998891e+00
2.17200,2.628471e-01,1.958493e+00
2.17300,2.630582e-01,1.919185e+00
2.17400,2.632693e-01,1.880935e+00
2.17500,2.634804e-01,1.843710e+00
